FID,FID_Projec,Zone,FID_CA_Pla,STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,PCINECTA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Area
594,4,13,675,06,14288,02628719,0614288,Coarsegold,Coarsegold CDP,57,U1,N,N,G4210,S,28459348,0,+37.2526338,-119.6999547,44999850.64
595,4,13,709,06,17708,02408636,0617708,Cutler,Cutler CDP,57,U1,N,N,G4210,S,2089959,0,+36.5262708,-119.2883020,3242875.85
596,4,13,718,06,18450,02585407,0618450,Delft Colony,Delft Colony CDP,57,U1,N,N,G4210,S,169996,0,+36.5118805,-119.4464958,263676.3
597,4,13,722,06,18674,02408651,0618674,Del Rey,Del Rey CDP,57,U1,N,N,G4210,S,3152291,0,+36.6562160,-119.5993241,4907599.05
598,4,13,725,06,18926,02408660,0618926,Derby Acres,Derby Acres CDP,57,U1,N,N,G4210,S,9274815,0,+35.2440253,-119.6038330,13936608.41
599,4,13,747,06,20032,02408692,0620032,Ducor,Ducor CDP,57,U1,N,N,G4210,S,1580529,0,+35.8942592,-119.0456054,2413466.91
600,4,13,750,06,20284,02408697,0620284,Dustin Acres,Dustin Acres CDP,57,U1,N,N,G4210,S,9521686,0,+35.2159286,-119.3749872,14297752.79
601,4,13,753,06,20438,02408701,0620438,Earlimart,Earlimart CDP,57,U1,N,N,G4210,S,5451593,0,+35.8823897,-119.2714778,8322100.93
602,4,13,759,06,20928,02408041,0620928,Easton,Easton CDP,57,U1,N,N,G4210,S,7799479,0,+36.6523908,-119.7907860,12141301.36
603,4,13,760,06,20942,02408715,0620942,East Orosi,East Orosi CDP,57,U1,N,N,G4210,S,642248,0,+36.5480688,-119.2598526,997101.27
604,4,13,762,06,21012,02408032,0621012,East Porterville,East Porterville CDP,57,U1,N,N,G4210,S,7729256,36479,+36.0568718,-118.9712600,11906934.06
605,4,13,769,06,21210,02585408,0621210,East Tulare Villa,East Tulare Villa CDP,57,U1,N,N,G4210,S,1248350,0,+36.2035599,-119.2821694,1921135.93
606,4,13,772,06,21558,02629761,0621558,Edmundson Acres,Edmundson Acres CDP,57,U1,N,N,G4210,S,172230,0,+35.2272959,-118.8232520,258691.63
607,4,13,785,06,22360,02585422,0622360,El Rancho,El Rancho CDP,57,U1,N,N,G4210,S,186508,0,+36.2205893,-119.0688597,287148.88
608,4,13,797,06,23210,02583011,0623210,Fairmead,Fairmead CDP,57,U1,N,N,G4210,S,20035532,0,+37.0774727,-120.1936611,31534874.55
609,4,13,803,06,23812,02408207,0623812,Fellows,Fellows CDP,57,U1,N,N,G4210,S,1792491,0,+35.1779324,-119.5471779,2689107.08
610,4,13,816,06,24764,02408226,0624764,Ford City,Ford City CDP,57,U1,N,N,G4210,S,3974712,0,+35.1647352,-119.4584001,5960971.91
611,4,13,824,06,25300,02583015,0625300,Fort Washington,Fort Washington CDP,57,U1,N,N,G4210,S,321164,0,+36.8792978,-119.7612560,502889.31
612,4,13,833,06,27014,02408265,0627014,Friant,Friant CDP,57,U1,N,N,G4210,S,3239536,130737,+36.9840123,-119.7080595,5291809.08
613,4,13,836,06,27190,02629762,0627190,Fuller Acres,Fuller Acres CDP,57,U1,N,N,G4210,S,1953739,0,+35.3022538,-118.9142955,2939929.43
614,4,13,855,06,30476,02408310,0630476,Goshen,Goshen CDP,57,U1,N,N,G4210,S,4604783,0,+36.3517594,-119.4210179,7113204.57
615,4,13,857,06,30686,02628734,0630686,Grangeville,Grangeville CDP,57,U1,N,N,G4210,S,1657015,0,+36.3438978,-119.7074670,2559139.66
616,4,13,864,06,30938,02628814,0630938,Greenacres,Greenacres CDP,57,U1,N,N,G4210,S,4953288,0,+35.3831313,-119.1183400,7468379.76
617,4,13,866,06,30987,02628815,0630987,Greenfield,Greenfield CDP,57,U1,N,N,G4210,S,3747371,0,+35.2691613,-119.0099957,5634376.4
618,4,13,883,06,32156,02628738,0632156,Hardwick,Hardwick CDP,57,U1,N,N,G4210,S,359363,0,+36.4025959,-119.7207702,555843.28
619,4,13,884,06,32324,02585423,0632324,Hartland,Hartland CDP,57,U1,N,N,G4210,S,1581891,0,+36.6518156,-118.9552953,69636.61
620,4,13,899,06,34281,02408397,0634281,Home Garden,Home Garden CDP,57,U1,N,N,G4210,S,1151090,0,+36.3029687,-119.6370291,1775933.54
621,4,13,913,06,36168,02585425,0636168,Idlewild,Idlewild CDP,57,U1,N,N,G4210,S,1189519,0,+35.8095880,-118.6704627,1812549.17
622,4,13,924,06,36910,02408434,0636910,Ivanhoe,Ivanhoe CDP,57,U1,N,N,G4210,S,5216007,0,+36.3885389,-119.2201669,8064940.63
623,4,13,949,06,38394,02408476,0638394,Kettleman City,Kettleman City CDP,57,U1,N,N,G4210,S,546489,0,+36.0089861,-119.9628516,836893.98
624,4,13,986,06,40088,02408568,0640088,Lamont,Lamont CDP,57,U1,N,N,G4210,S,11888324,92463,+35.2651422,-118.9160415,18011973.45
625,4,13,987,06,40116,02408570,0640116,Lanare,Lanare CDP,57,U1,N,N,G4210,S,5227767,0,+36.4377165,-119.9322081,8093267.41
626,4,13,996,06,40746,02408585,0640746,Laton,Laton CDP,57,U1,N,N,G4210,S,5017428,0,+36.4337569,-119.6916011,7766857.65
627,4,13,997,06,40872,02628749,0640872,La Vina,La Vina CDP,57,U1,N,N,G4210,S,260865,0,+36.8798651,-120.1148024,408485.56
628,4,13,999,06,40956,02408595,0640956,Lebec,Lebec CDP,57,U1,N,N,G4210,S,39701013,760,+34.8446143,-118.8992375,2375397.49
629,4,13,1003,06,41110,02408598,0641110,Lemon Cove,Lemon Cove CDP,57,U2,N,N,G4210,S,2159015,0,+36.3789777,-119.0312451,3337435.02
630,4,13,1005,06,41166,02408599,0641166,Lemoore Station,Lemoore Station CDP,57,M2,N,N,G4210,S,10893279,0,+36.2632779,-119.9048412,16789447.82
631,4,13,1014,06,41656,02585429,0641656,Lindcove,Lindcove CDP,57,U1,N,N,G4210,S,1767378,0,+36.3595146,-119.0720824,2730685.86
632,4,13,1016,06,41740,02585430,0641740,Linnell Camp,Linnell Camp CDP,57,U1,N,N,G4210,S,303369,0,+36.3088874,-119.2225832,468114.78
633,4,13,1030,06,42566,02408122,0642566,London,London CDP,57,U1,N,N,G4210,S,1629879,0,+36.4809734,-119.4440037,2526061.1
634,4,13,1040,06,44280,02408143,0644280,Lost Hills,Lost Hills CDP,57,U1,N,N,G4210,S,14378332,30536,+35.6328006,-119.6777625,21853988.58
635,4,13,1050,06,44770,02585431,0644770,McClenney Tract,McClenney Tract CDP,57,U1,N,N,G4210,S,1595077,0,+35.8219843,-118.6478386,1106375.58
636,4,13,1055,06,44924,02408203,0644924,McKittrick,McKittrick CDP,57,U1,N,N,G4210,S,6778293,0,+35.2980277,-119.6249215,10198769.59
637,4,13,1057,06,45050,02408158,0645050,Madera Acres,Madera Acres CDP,57,U1,N,N,G4210,S,18856304,0,+37.0122814,-120.0798987,29628338.88
638,4,13,1061,06,45232,02408163,0645232,Malaga,Malaga CDP,57,U1,N,N,G4210,S,709462,0,+36.6816019,-119.7317857,1105234.24
639,4,13,1071,06,46223,02585433,0646223,Matheny,Matheny CDP,57,U2,N,N,G4210,S,1109576,0,+36.1706479,-119.3516072,1706142.22
640,4,13,1074,06,46400,02583075,0646400,Mayfair,Mayfair CDP,57,U1,N,N,G4210,S,1340442,0,+36.7692726,-119.7613552,2092943.29
641,4,13,1088,06,47164,02408825,0647164,Mettler,Mettler CDP,57,U1,N,N,G4210,S,602290,0,+35.0635633,-118.9729799,901046.39
642,4,13,1089,06,47192,02629763,0647192,Mexican Colony,Mexican Colony CDP,57,U1,N,N,G4210,S,82312,0,+35.4689297,-119.2687123,124368.28
643,4,13,1096,06,47822,02583082,0647822,Minkler,Minkler CDP,57,U1,N,N,G4210,S,15186868,0,+36.7276277,-119.4586611,23687020.37
644,4,13,1105,06,48592,02628758,0648592,Monmouth,Monmouth CDP,57,U1,N,N,G4210,S,797858,0,+36.5656206,-119.7404754,1239242.01
645,4,13,1108,06,48676,02585434,0648676,Monson,Monson CDP,57,U1,N,N,G4210,S,1295506,0,+36.4926917,-119.3358255,2008436.21
646,4,13,1144,06,51470,02628765,0651470,Nipinnawasee,Nipinnawasee CDP,57,U1,N,N,G4210,S,7990118,0,+37.4030526,-119.7292690,12431584.77
647,4,13,1163,06,52764,02408967,0652764,Oakhurst,Oakhurst CDP,57,U1,N,N,G4210,S,15529970,19415,+37.3515070,-119.6494123,24639608.08
648,4,13,1172,06,53448,02408979,0653448,Oildale,Oildale CDP,57,U1,N,N,G4210,S,16919342,0,+35.4249418,-119.0279139,25536544.16
649,4,13,1174,06,53505,02583103,0653505,Old Fig Garden,Old Fig Garden CDP,57,U1,N,N,G4210,S,4278793,0,+36.7988500,-119.8051528,6685948.54
650,4,13,1181,06,54372,02409000,0654372,Orosi,Orosi CDP,57,U1,N,N,G4210,S,6334321,0,+36.5434133,-119.2902729,9832938.7
651,4,13,1190,06,55506,02585435,0655506,Panorama Heights,Panorama Heights CDP,57,U1,N,N,G4210,S,1230481,0,+35.8067676,-118.6270528,189463.36
652,4,13,1194,06,55751,02409034,0655751,Parksdale,Parksdale CDP,57,U1,N,N,G4210,S,4693229,0,+36.9462433,-120.0217521,7361648.05
653,4,13,1196,06,55842,02409036,0655842,Parkwood,Parkwood CDP,57,U1,N,N,G4210,S,1806739,0,+36.9292709,-120.0481967,2832742.52
654,4,13,1199,06,56120,02585436,0656120,Patterson Tract,Patterson Tract CDP,57,U1,N,N,G4210,S,3744548,0,+36.3795208,-119.2956041,5788455.54
655,4,13,1225,06,57512,02409079,0657512,Pixley,Pixley CDP,57,U1,N,N,G4210,S,8066426,0,+35.9769032,-119.2889447,12342980.29
656,4,13,1226,06,57568,02585439,0657568,Plainview,Plainview CDP,57,U1,N,N,G4210,S,800607,0,+36.1422424,-119.1374337,1230175.32
657,4,13,1234,06,58191,02409089,0658191,Poplar-Cotton Center,Poplar-Cotton Center CDP,57,U2,N,N,G4210,S,3323897,0,+36.0563506,-119.1492666,5096292.17
658,4,13,1236,06,58422,02585441,0658422,Posey,Posey CDP,57,U1,N,N,G4210,S,924093,0,+35.8052633,-118.6826385,1407903.2
659,4,13,1237,06,58436,02585442,0658436,Poso Park,Poso Park CDP,57,U1,N,N,G4210,S,112854,0,+35.8112717,-118.6365374,171971.91
660,4,13,1249,06,59290,02409124,0659290,Raisin City,Raisin City CDP,57,U1,N,N,G4210,S,1967173,0,+36.6032623,-119.9091581,3058388.33
661,4,13,1263,06,60606,02409166,0660606,Richgrove,Richgrove CDP,57,U1,N,N,G4210,S,1170650,0,+35.7966117,-119.1069032,1783241.03
662,4,13,1270,06,61096,02409186,0661096,Riverdale,Riverdale CDP,57,U1,N,N,G4210,S,10166311,0,+36.4304047,-119.8671747,15735859.82
663,4,13,1276,06,62496,02585443,0662496,Rodriguez Camp,Rodriguez Camp CDP,57,U1,N,N,G4210,S,682112,0,+35.8089861,-119.1388223,1039365.37
664,4,13,1277,06,62625,02628784,0662625,Rolling Hills,Rolling Hills CDP,57,U1,N,N,G4210,S,1533122,0,+36.9040228,-119.7966836,2402163.91
665,4,13,1281,06,62854,02409211,0662854,Rosedale,Rosedale CDP,57,U1,N,N,G4210,S,76460702,0,+35.3887212,-119.2053661,115300447.3
666,4,13,1327,06,71078,02585448,0671078,Seville,Seville CDP,57,U1,N,N,G4210,S,1647669,0,+36.4856939,-119.2247711,2553946.78
667,4,13,1348,06,72338,02629764,0672338,Smith Corner,Smith Corner CDP,57,U1,N,N,G4210,S,568642,0,+35.4788310,-119.2771226,859395.02
668,4,13,1355,06,72954,02408762,0672954,South Dos Palos,South Dos Palos CDP,57,U1,N,N,G4210,S,3974903,0,+36.9707253,-120.6467081,21932.08
669,4,13,1360,06,73388,02408774,0673388,South Taft,South Taft CDP,57,U1,N,N,G4210,S,2787191,0,+35.1293095,-119.4575016,4176418.34
670,4,13,1368,06,73710,02408798,0673710,Springville,Springville CDP,57,U1,N,N,G4210,S,10834355,44134,+36.1143379,-118.8360626,16704653.86
671,4,13,1369,06,73794,02408799,0673794,Squaw Valley,Squaw Valley CDP,57,U1,N,N,G4210,S,146484336,130938,+36.6992417,-119.1933927,228480555.5
672,4,13,1371,06,73868,02408801,0673868,Stallion Springs,Stallion Springs CDP,57,U1,N,N,G4210,S,42550747,61686,+35.0935573,-118.6429170,355506.13
673,4,13,1379,06,75252,02410009,0675252,Stratford,Stratford CDP,57,U1,N,N,G4210,S,1768700,0,+36.1884414,-119.8223522,2720878.32
674,4,13,1380,06,75280,02410010,0675280,Strathmore,Strathmore CDP,57,U1,N,N,G4210,S,3642431,33920,+36.1434361,-119.0614686,5649132.52
675,4,13,1386,06,75672,02585453,0675672,Sultana,Sultana CDP,57,U1,N,N,G4210,S,1149367,0,+36.5463438,-119.3360411,1784322.51
676,4,13,1388,06,75994,02583154,0675994,Sunnyside,Sunnyside CDP,57,U1,N,N,G4210,S,4991610,0,+36.7294610,-119.6945439,7785790.8
677,4,13,1395,06,77588,02410047,0677588,Taft Heights,Taft Heights CDP,57,U1,N,N,G4210,S,766308,0,+35.1337502,-119.4711401,1148385.13
678,4,13,1402,06,77960,02583159,0677960,Tarpey Village,Tarpey Village CDP,57,U1,N,N,G4210,S,2085100,0,+36.7939660,-119.7010494,3257715.53
679,4,13,1410,06,78288,02410068,0678288,Terra Bella,Terra Bella CDP,57,U1,N,N,G4210,S,7046785,0,+35.9567269,-119.0328411,10777296.07
680,4,13,1411,06,78336,02585460,0678336,Teviston,Teviston CDP,57,U1,N,N,G4210,S,5622953,0,+35.9289428,-119.2783067,8593701.37
681,4,13,1416,06,78638,02409316,0678638,Three Rivers,Three Rivers CDP,57,U1,N,N,G4210,S,115216737,0,+36.4319081,-118.8806062,178344482.9
682,4,13,1417,06,78652,02583162,0678652,Three Rocks,Three Rocks CDP,57,U1,N,N,G4210,S,1941449,0,+36.5051483,-120.3935343,3010810.42
683,4,13,1419,06,78750,02409325,0678750,Tipton,Tipton CDP,57,U1,N,N,G4210,S,2615160,0,+36.0585224,-119.3129712,4009853.88
684,4,13,1422,06,78932,02585461,0678932,Tonyville,Tonyville CDP,57,U1,N,N,G4210,S,130784,0,+36.2473820,-119.0903523,201490.71
685,4,13,1423,06,78949,02585462,0678949,Tooleville,Tooleville CDP,57,U2,N,N,G4210,S,172928,0,+36.2877535,-119.1154350,266695.06
686,4,13,1427,06,80266,02409347,0680266,Tranquillity,Tranquillity CDP,57,U1,N,N,G4210,S,1599152,0,+36.6480071,-120.2525415,2489084.57
687,4,13,1428,06,80280,02409348,0680280,Traver,Traver CDP,57,U1,N,N,G4210,S,2184477,0,+36.4526324,-119.4824032,3383152.23
688,4,13,1435,06,80784,02409363,0680784,Tupman,Tupman CDP,57,U1,N,N,G4210,S,1367277,0,+35.2987427,-119.3576736,2057259.01
689,4,13,1447,06,81722,02409395,0681722,Valley Acres,Valley Acres CDP,57,U1,N,N,G4210,S,10677289,0,+35.2086679,-119.4106505,16030154.35
690,4,13,1475,06,83724,02585463,0683724,Waukena,Waukena CDP,57,U1,N,N,G4210,S,2440677,0,+36.1361122,-119.5109772,3749648.8
691,4,13,1478,06,83863,02409538,0683863,Weedpatch,Weedpatch CDP,57,U1,N,N,G4210,S,9212061,11548,+35.2359122,-118.9095944,13857249.81
692,4,13,1484,06,84345,02627938,0684345,West Goshen,West Goshen CDP,57,U1,N,N,G4210,S,3049904,0,+36.3490262,-119.4516037,4710982.86
693,4,13,1490,06,84680,02628799,0684680,West Park,West Park CDP,57,U1,N,N,G4210,S,4640387,0,+36.7055261,-119.8515483,7233497.44
694,4,13,1494,06,84863,02628800,0684863,Westside,Westside CDP,57,U1,N,N,G4210,S,5740778,0,+36.4042015,-120.1343258,8879948.58
695,4,13,1514,06,86482,02409628,0686482,Woodville,Woodville CDP,57,U1,N,N,G4210,S,11270379,0,+36.0898547,-119.2049975,17294654.31
696,4,13,1517,06,86734,02585465,0686734,Yettem,Yettem CDP,57,U1,N,N,G4210,S,397545,0,+36.4865330,-119.2548850,616221.33
697,4,13,1519,06,86878,02409637,0686878,Yosemite Lakes,Yosemite Lakes CDP,57,U1,N,N,G4210,S,54136049,250537,+37.1853582,-119.7721217,85851211
698,5,14,9,06,55156,02411359,0655156,Palmdale,Palmdale city,25,C1,N,N,G4110,A,274452754,633935,+34.5910383,-118.1054031,406896346.9
699,5,14,56,06,04030,02409790,0604030,Barstow,Barstow city,25,C1,N,N,G4110,A,107077779,133861,+34.8667883,-117.0430058,159626189.3
700,5,14,138,06,40130,02411620,0640130,Lancaster,Lancaster city,25,C1,N,N,G4110,A,244230402,681671,+34.6935580,-118.1753054,363142436.9
701,5,14,254,06,00296,02409663,0600296,Adelanto,Adelanto city,25,C1,N,N,G4110,A,137220854,45848,+34.5809017,-117.4394577,202988292.6
702,5,14,259,06,09780,02409960,0609780,California City,California City city,25,C1,N,N,G4110,A,527180633,220213,+35.1465903,-117.8693463,790822727.1
703,5,14,385,06,02364,02412372,0602364,Apple Valley,Apple Valley town,43,C1,N,N,G4110,A,192802312,855894,+34.5333761,-117.2103584,286047463.2
704,5,14,387,06,33434,02410751,0633434,Hesperia,Hesperia city,25,C1,N,N,G4110,A,189317184,293823,+34.3970383,-117.3151976,277777710.9
705,5,14,391,06,82590,02412156,0682590,Victorville,Victorville city,25,C1,Y,N,G4110,A,189919736,1459026,+34.5277346,-117.3535789,282645939.6
706,5,14,400,06,60704,02410944,0660704,Ridgecrest,Ridgecrest city,25,C1,N,N,G4110,A,54079823,1685050,+35.6285421,-117.6639923,84595612.51
707,5,14,478,06,80994,02412119,0680994,Twentynine Palms,Twentynine Palms city,25,C1,N,N,G4110,A,153179072,0,+34.1483128,-116.0655262,224210070.2
708,5,14,481,06,87056,02413524,0687056,Yucca Valley,Yucca Valley town,43,C1,N,N,G4110,A,103639185,0,+34.1230893,-116.4214814,151608261
709,5,14,484,06,00212,02407697,0600212,Acton,Acton CDP,57,U1,N,N,G4210,S,101679341,60418,+34.4960703,-118.1838970,149322093.2
710,5,14,486,06,00450,02582928,0600450,Agua Dulce,Agua Dulce CDP,57,U1,N,N,G4210,S,59181145,14646,+34.5045821,-118.3163987,22907712.52
711,5,14,487,06,00464,02582929,0600464,Aguanga,Aguanga CDP,57,U1,N,N,G4210,S,35222114,0,+33.4522463,-116.8554705,160775.33
712,5,14,500,06,01192,02407726,0601192,Alpine,Alpine CDP,57,U1,N,N,G4210,S,69370314,1475,+32.8422857,-116.7560444,40090960.72
713,5,14,528,06,03512,02628708,0603512,Baker,Baker CDP,57,U1,N,N,G4210,S,6961526,0,+35.2769184,-116.0717350,10469014.67
714,5,14,579,06,07568,02407886,0607568,Boron,Boron CDP,57,U1,N,N,G4210,S,35742358,53818,+35.0197799,-117.6659382,53491379.58
715,5,14,584,06,07694,02582949,0607694,Boulevard,Boulevard CDP,57,U1,N,N,G4210,S,10115840,0,+32.6640221,-116.2896012,14313776.92
716,5,14,621,06,10508,02582962,0610508,Campo,Campo CDP,57,U1,N,N,G4210,S,60821865,16844,+32.6409665,-116.4745155,86039168.97
717,5,14,662,06,13157,02408027,0613157,China Lake Acres,China Lake Acres CDP,57,U1,N,N,G4210,S,13493405,2579,+35.6400189,-117.7664577,20477433.14
718,5,14,726,06,18940,02582992,0618940,Descanso,Descanso CDP,57,U1,N,N,G4210,S,49771508,0,+32.8696074,-116.6277476,70749020.01
719,5,14,731,06,19052,02408666,0619052,Desert View Highlands,Desert View Highlands CDP,57,U1,N,N,G4210,S,1140101,0,+34.5902591,-118.1535369,1686309.02
720,5,14,774,06,21600,02408048,0621600,Edwards AFB,Edwards AFB CDP,57,M2,N,N,G4210,S,44377476,1729,+34.9024079,-117.9218689,66137822.78
721,5,14,779,06,21964,02583006,0621964,Elizabeth Lake,Elizabeth Lake CDP,57,U1,N,N,G4210,S,16177952,768904,+34.6564882,-118.3798470,23740613.43
722,5,14,823,06,25114,02628733,0625114,Fort Irwin,Fort Irwin CDP,57,M2,N,N,G4210,S,18040428,0,+35.2477015,-116.6834115,27110526.7
723,5,14,838,06,28021,02408270,0628021,Furnace Creek,Furnace Creek CDP,57,U1,N,N,G4210,S,80815025,672336,+36.4131944,-116.8777552,126121036
724,5,14,868,06,31092,02583029,0631092,Green Valley,Green Valley CDP,57,U1,N,N,G4210,S,33175007,497,+34.6174149,-118.4050226,4928607.18
725,5,14,902,06,34392,02629366,0634392,Homestead Valley,Homestead Valley CDP,57,U1,N,N,G4210,S,87750645,0,+34.2730187,-116.4145291,128818904.4
726,5,14,903,06,34405,02583036,0634405,Homewood Canyon,Homewood Canyon CDP,57,U1,N,N,G4210,S,26546375,0,+35.8900404,-117.3864139,1898973.84
727,5,14,918,06,36452,02583039,0636452,Indio Hills,Indio Hills CDP,57,U1,N,N,G4210,S,56620988,0,+33.8410604,-116.2484731,1097211.22
728,5,14,921,06,36658,02408430,0636658,Inyokern,Inyokern CDP,57,U1,N,N,G4210,S,28299289,2685,+35.6543866,-117.8194759,42959652.57
729,5,14,925,06,37022,02583040,0637022,Jacumba,Jacumba CDP,57,U2,N,N,G4210,S,15873423,18532,+32.6364781,-116.1907060,18759638.21
730,5,14,930,06,37400,02408446,0637400,Johannesburg,Johannesburg CDP,57,U1,N,N,G4210,S,6254488,0,+35.3717634,-117.6419633,9427650.54
731,5,14,933,06,37554,02408454,0637554,Joshua Tree,Joshua Tree CDP,57,U1,N,N,G4210,S,93305802,0,+34.1235771,-116.3127958,136493695.9
732,5,14,934,06,37582,02408455,0637582,Julian,Julian CDP,57,U1,N,N,G4210,S,20423846,0,+33.0735009,-116.5888828,29165083.94
733,5,14,972,06,39556,02583050,0639556,Lake Hughes,Lake Hughes CDP,57,U1,N,N,G4210,S,27514115,166305,+34.6824154,-118.4519379,20537261.85
734,5,14,975,06,39612,02408541,0639612,Lake Los Angeles,Lake Los Angeles CDP,57,U1,N,N,G4210,S,25229329,125676,+34.6098390,-117.8303369,37519817.68
735,5,14,1007,06,41194,02408601,0641194,Lenwood,Lenwood CDP,57,U1,N,N,G4210,S,5733125,0,+34.8851985,-117.1083261,8540028.63
736,5,14,1008,06,41208,02583056,0641208,Leona Valley,Leona Valley CDP,57,U1,N,N,G4210,S,48149530,70715,+34.6081440,-118.3013217,70703882.53
737,5,14,1020,06,41880,02408620,0641880,Littlerock,Littlerock CDP,57,U1,N,N,G4210,S,4772953,3763,+34.5251260,-117.9816314,7053930.78
738,5,14,1045,06,44420,02627937,0644420,Lucerne Valley,Lucerne Valley CDP,57,U1,N,N,G4210,S,273476962,0,+34.4427653,-116.9020552,403081454.5
739,5,14,1103,06,48452,02408853,0648452,Mojave,Mojave CDP,57,U1,N,N,G4210,S,150982787,218832,+35.0150025,-118.1902185,203762404
740,5,14,1117,06,49348,02408870,0649348,Morongo Valley,Morongo Valley CDP,57,U1,N,N,G4210,S,65316994,0,+34.0723774,-116.5627267,95431994.58
741,5,14,1127,06,49684,02408883,0649684,Mountain View Acres,Mountain View Acres CDP,57,U1,N,N,G4210,S,4069013,0,+34.4975791,-117.3470317,6005189.31
742,5,14,1130,06,49810,02628763,0649810,Mount Laguna,Mount Laguna CDP,57,U1,N,N,G4210,S,4395262,0,+32.8711048,-116.4246870,6247963.98
743,5,14,1149,06,51812,02408937,0651812,North Edwards,North Edwards CDP,57,U1,N,N,G4210,S,33012003,0,+35.0473324,-117.8093616,49367772.73
744,5,14,1162,06,52760,02583100,0652760,Oak Hills,Oak Hills CDP,57,U1,N,N,G4210,S,63169978,0,+34.3899435,-117.4031075,92993386.33
745,5,14,1203,06,56294,02409043,0656294,Pearsonville,Pearsonville CDP,57,U1,N,N,G4210,S,10723918,210747,+35.8229451,-117.8782500,16665689.24
746,5,14,1209,06,56826,02627935,0656826,Phelan,Phelan CDP,57,U1,N,N,G4210,S,155651271,0,+34.4398220,-117.5248311,229321460.9
747,5,14,1221,06,57260,02409070,0657260,Pine Valley,Pine Valley CDP,57,U1,N,N,G4210,S,18555853,0,+32.8415130,-116.5107062,26360165.16
748,5,14,1222,06,57302,02627936,0657302,Piñon Hills,Piñon Hills CDP,57,U1,N,N,G4210,S,83177824,7520,+34.4425196,-117.6219589,122611113.3
749,5,14,1238,06,58478,02628778,0658478,Potrero,Potrero CDP,57,U1,N,N,G4210,S,8157790,0,+32.6130891,-116.6068146,11530228
750,5,14,1244,06,59052,02409114,0659052,Quartz Hill,Quartz Hill CDP,57,U1,N,N,G4210,S,9745839,896,+34.6519876,-118.2159454,14437846.14
751,5,14,1250,06,59346,02409128,0659346,Ramona,Ramona CDP,57,U1,N,N,G4210,S,99552934,54011,+33.0456193,-116.8775149,6167622.77
752,5,14,1256,06,59668,02409143,0659668,Randsburg,Randsburg CDP,57,U1,N,N,G4210,S,4935916,100959,+35.3686576,-117.6603218,7591552.53
753,5,14,1280,06,62826,02409208,0662826,Rosamond,Rosamond CDP,57,U1,N,N,G4210,S,134995089,554370,+34.8656273,-118.2147671,201819188.8
754,5,14,1302,06,66004,02409252,0666004,San Diego Country Estates,San Diego Country Estates CDP,57,U1,N,N,G4210,S,43678577,0,+33.0092558,-116.7875308,21446834.73
755,5,14,1323,06,70728,02409296,0670728,Searles Valley,Searles Valley CDP,57,U2,N,N,G4210,S,27179712,0,+35.7700518,-117.3966696,41374747.78
